Name_in_Tree,Latitude,Longitude
Varanus.acanthurus,-14.1319121,132.101212
Varanus.acanthurus,-14.167,132.1
Varanus.acanthurus,-14.17,132.1
Varanus.acanthurus,-16.41524756,132.0845553
Varanus.acanthurus,-20.4185758,131.976255
Varanus.acanthurus,-20.41057583,131.972255
Varanus.acanthurus,-15.606,131.966
Varanus.acanthurus,-16.617,131.933
Varanus.acanthurus,-20.29857631,131.9012547
Varanus.acanthurus,-20.3485768,131.8345857
Varanus.acanthurus,-13.638611,131.820278
Varanus.acanthurus,-24.43191189,131.817963
Varanus.acanthurus,-22.25,131.8
Varanus.acanthurus,-15.76268,131.77391
Varanus.acanthurus,-15.76858039,131.7712241
Varanus.acanthurus,-15.76525042,131.7678941
Varanus.acanthurus,-16.65,131.767
Varanus.acanthurus,-15.09338,131.7251
Varanus.acanthurus,-13.96525461,131.6845447
Varanus.acanthurus,-15.15518,131.6695
Varanus.acanthurus,-15.13518,131.652
Varanus.acanthurus,-15.34658,131.60451
Varanus.acanthurus,-15.23138,131.6014
Varanus.acanthurus,-15.34858208,131.6012231
Varanus.acanthurus,-18.233,131.6
Varanus.acanthurus,-20.43190863,131.5845886
Varanus.acanthurus,-20.57857872,131.5812598
Varanus.acanthurus,-18.57857862,131.5812443
Varanus.acanthurus,-15.34858301,131.4312245
Varanus.acanthurus,-22.07858121,131.4212741
Varanus.acanthurus,-18.74857962,131.4212469
Varanus.acanthurus,-22.08,131.42
Varanus.acanthurus,-22.1,131.4166667
Varanus.acanthurus,-22.1,131.416
Varanus.acanthurus,-15.65,131.367
Varanus.acanthurus,-18.73601929,131.3597665
Varanus.acanthurus,-18.73701305,131.3485065
Varanus.acanthurus,-22.03333333,131.3333333
Varanus.acanthurus,-22.033,131.333
Varanus.acanthurus,-15.39397,131.3087
Varanus.acanthurus,-19.07858072,131.2512509
Varanus.acanthurus,-14.29318,131.2181
Varanus.acanthurus,-11.58,131.17
Varanus.acanthurus,-22.723464,131.167723
Varanus.acanthurus,-15.417,131.15
Varanus.acanthurus,-13.26610495,131.1384003
Varanus.acanthurus,-19.57858193,131.0812561
Varanus.acanthurus,-18.91858188,131.0812511
Varanus.acanthurus,-15.60718,131.07911
Varanus.acanthurus,-22.2076,131.0649
Varanus.acanthurus,-14.32769,131.04149
Varanus.acanthurus,-14.06304,131.04096
Varanus.acanthurus,-13.183333,131.033333
Varanus.acanthurus,-14.05782,131.03279
Varanus.acanthurus,-16.4,131.017
Varanus.acanthurus,-13.95313,131.01534
Varanus.acanthurus,-13.92529,131.013
Varanus.acanthurus,-13.54554793,131.0018637
Varanus.acanthurus,-20.6,131.001
Varanus.acanthurus,-16.5985838,130.9845659
Varanus.acanthurus,-16.59858583,130.9845646
Varanus.acanthurus,-16.367,130.983
Varanus.acanthurus,-16.37,130.98
Varanus.acanthurus,-15.643,130.978
Varanus.acanthurus,-16.29398,130.95301
Varanus.acanthurus,-17.483,130.95
Varanus.acanthurus,-17.49,130.947
Varanus.acanthurus,-15.733,130.933
Varanus.acanthurus,-18.74858296,130.9212512
Varanus.acanthurus,-20.45895305,130.8856319
Varanus.acanthurus,-13.49861,130.86431
Varanus.acanthurus,-23.71525938,130.7512953
Varanus.acanthurus,-18.7485841,130.7512526
Varanus.acanthurus,-16.088,130.75
Varanus.acanthurus,-16.683,130.666
Varanus.acanthurus,-20.56525563,130.6345978
Varanus.acanthurus,-20.86858599,130.6212704
Varanus.acanthurus,-19.30754678,130.6168029
Varanus.acanthurus,-20.9,130.616
Varanus.acanthurus,-19.24858531,130.5812578
Varanus.acanthurus,-18.24858528,130.5812504
Varanus.acanthurus,-20.364915,130.54971
Varanus.acanthurus,-20.3649,130.5497
Varanus.acanthurus,-19.85,130.517
Varanus.acanthurus,-16.46398,130.51422
Varanus.acanthurus,-20.41703092,130.4747963
Varanus.acanthurus,-16.11525735,130.4679071
Varanus.acanthurus,-16.59818,130.45683
Varanus.acanthurus,-20.86525725,130.4512718
Varanus.acanthurus,-16.05298,130.44841
Varanus.acanthurus,-16.61978,130.44733
